Code,Symbol,Name,Market,Sector
036890.KQ,036890,진성티이씨,KOSDAQ,특수 목적용 기계 제조업
039010.KQ,039010,현대에이치티,KOSDAQ,통신 및 방송 장비 제조업
009300.KQ,009300,삼아제약,KOSDAQ,의약품 제조업
043200.KQ,043200,파루,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
042110.KQ,042110,에스씨디,KOSDAQ,가정용 기기 제조업
039740.KQ,039740,한국정보공학,KOSDAQ,기타 전문 도매업
039840.KQ,039840,디오,KOSDAQ,의료용 기기 제조업
042420.KQ,042420,네오위즈홀딩스,KOSDAQ,소프트웨어 개발 및 공급업
039560.KQ,039560,다산네트웍스,KOSDAQ,통신 및 방송 장비 제조업
038460.KQ,038460,바이오스마트,KOSDAQ,전자부품 제조업
032820.KQ,032820,우리기술,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
001540.KQ,001540,안국약품,KOSDAQ,의약품 제조업
039310.KQ,039310,세중,KOSDAQ,소프트웨어 개발 및 공급업
041190.KQ,041190,우리기술투자,KOSDAQ,기타 금융업
038530.KQ,038530,케이바이오랩스,KOSDAQ,생활용품 도매업
036640.KQ,036640,HRS,KOSDAQ,합성고무 및 플라스틱 물질 제조업
031330.KQ,031330,에스에이엠티,KOSDAQ,기계장비 및 관련 물품 도매업
038620.KQ,038620,위즈코프,KOSDAQ,연료 소매업
039020.KQ,039020,이건홀딩스,KOSDAQ,제재 및 목재 가공업
038950.KQ,038950,파인디지털,KOSDAQ,통신 및 방송 장비 제조업
036800.KQ,036800,나이스정보통신,KOSDAQ,전기 통신업
040610.KQ,040610,SG&G,KOSDAQ,자동차 신품 부품 제조업
038880.KQ,038880,아이에이,KOSDAQ,전자부품 제조업
038680.KQ,038680,에스넷,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
041510.KQ,041510,에스엠,KOSDAQ,오디오물 출판 및 원판 녹음업
010280.KQ,010280,아이티센엔텍,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
037760.KQ,037760,쎄니트,KOSDAQ,1차 철강 제조업
036480.KQ,036480,대성미생물,KOSDAQ,의약품 제조업
038110.KQ,038110,에코플라스틱,KOSDAQ,자동차 신품 부품 제조업
032500.KQ,032500,케이엠더블유,KOSDAQ,통신 및 방송 장비 제조업
039610.KQ,039610,화성밸브,KOSDAQ,일반 목적용 기계 제조업
039240.KQ,039240,경남스틸,KOSDAQ,1차 철강 제조업
038290.KQ,038290,마크로젠,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업"
037440.KQ,037440,희림,KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업"
038390.KQ,038390,레드캡투어,KOSDAQ,여행사 및 기타 여행보조 서비스업
036830.KQ,036830,솔브레인홀딩스,KOSDAQ,회사 본부 및 경영 컨설팅 서비스업
036810.KQ,036810,에프에스티,KOSDAQ,전자부품 제조업
036690.KQ,036690,코맥스,KOSDAQ,통신 및 방송 장비 제조업
037370.KQ,037370,EG,KOSDAQ,기초 화학물질 제조업
037370.KQ,037370,EG,KOSDAQ,기초 화학물질 제조업
036620.KQ,036620,감성코퍼레이션,KOSDAQ,기타 전문 도매업
037350.KQ,037350,성도이엔지,KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업"
038010.KQ,038010,제일테크노스,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
016450.KS,016450,한세예스24홀딩스,KOSPI,봉제의복 제조업
001810.KQ,001810,무림SP,KOSDAQ,"펄프, 종이 및 판지 제조업"
036630.KQ,036630,세종텔레콤,KOSDAQ,전기 및 통신 공사업
036710.KQ,036710,심텍홀딩스,KOSDAQ,회사 본부 및 경영 컨설팅 서비스업
037070.KQ,037070,파세코,KOSDAQ,가정용 기기 제조업
036560.KQ,036560,KZ정밀,KOSDAQ,일반 목적용 기계 제조업
016250.KQ,016250,SGC E&C,KOSDAQ,건물 건설업
035890.KQ,035890,서희건설,KOSDAQ,건물 건설업
036930.KQ,036930,주성엔지니어링,KOSDAQ,특수 목적용 기계 제조업
036030.KQ,036030,케이티알파,KOSDAQ,상품 중개업
016710.KS,016710,대성홀딩스,KOSPI,회사 본부 및 경영 컨설팅 서비스업
032190.KQ,032190,다우데이타,KOSDAQ,기계장비 및 관련 물품 도매업
005290.KQ,005290,동진쎄미켐,KOSDAQ,기초 화학물질 제조업
003100.KQ,003100,선광,KOSDAQ,기타 운송관련 서비스업
036170.KQ,036170,에이치엠넥스,KOSDAQ,반도체 제조업
026040.KQ,026040,제이에스티나,KOSDAQ,귀금속 및 장신용품 제조업
037230.KQ,037230,한국팩키지,KOSDAQ,"골판지, 종이 상자 및 종이용기 제조업"
037460.KQ,037460,삼지전자,KOSDAQ,통신 및 방송 장비 제조업
037400.KQ,037400,우리엔터프라이즈,KOSDAQ,상품 종합 도매업
003220.KS,003220,대원제약,KOSPI,의약품 제조업
036460.KS,036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업
033640.KQ,033640,네패스,KOSDAQ,반도체 제조업
037330.KQ,037330,인지디스플레,KOSDAQ,전자부품 제조업
036090.KQ,036090,위지트,KOSDAQ,특수 목적용 기계 제조업
036200.KQ,036200,유니셈,KOSDAQ,특수 목적용 기계 제조업
024800.KQ,024800,유성티엔에스,KOSDAQ,육상 여객 운송업
027050.KQ,027050,코리아나,KOSDAQ,기타 화학제품 제조업
035290.KQ,035290,골드앤에스,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
036120.KQ,036120,서울평가정보,KOSDAQ,기타 정보 서비스업
027040.KQ,027040,서울전자통신,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
027830.KQ,027830,대성창투,KOSDAQ,신탁업 및 집합투자업
036000.KQ,036000,예림당,KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업"
007120.KS,007120,미래아이앤지,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
035760.KQ,035760,CJ ENM,KOSDAQ,텔레비전 방송업
035810.KQ,035810,이지홀딩스,KOSDAQ,동물용 사료 및 조제식품 제조업
035460.KQ,035460,기산텔레콤,KOSDAQ,통신 및 방송 장비 제조업
000850.KS,000850,화천기공,KOSPI,특수 목적용 기계 제조업
000850.KS,000850,화천기공,KOSPI,특수 목적용 기계 제조업
036580.KS,036580,팜스코,KOSPI,"곡물가공품, 전분 및 전분제품 제조업"
033780.KS,033780,케이티앤지,KOSPI,담배 제조업
009540.KS,009540,HD한국조선해양,KOSPI,기타 금융업
024090.KS,024090,디씨엠,KOSPI,1차 철강 제조업
035620.KQ,035620,바른손이앤에이,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업"
035610.KQ,035610,솔본,KOSDAQ,회사 본부 및 경영 컨설팅 서비스업
020710.KQ,020710,시공테크,KOSDAQ,전문디자인업
012790.KQ,012790,신일제약,KOSDAQ,의약품 제조업
034940.KQ,034940,조아제약,KOSDAQ,의약품 제조업
006840.KS,006840,AK홀딩스,KOSPI,기타 금융업
035000.KS,035000,HS애드,KOSPI,광고업
006650.KS,006650,대한유화,KOSPI,기초 화학물질 제조업
035150.KS,035150,백산,KOSPI,플라스틱제품 제조업
033250.KS,033250,체시스,KOSPI,자동차 신품 부품 제조업
033230.KQ,033230,인성정보,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
035080.KQ,035080,그래디언트,KOSDAQ,무점포 소매업
005160.KQ,005160,동국산업,KOSDAQ,1차 철강 제조업
005990.KQ,005990,매일홀딩스,KOSDAQ,동·식물성 유지 및 낙농제품 제조업
034810.KQ,034810,해성산업,KOSDAQ,기타 금융업
033240.KS,033240,자화전자,KOSPI,전자부품 제조업
030200.KS,030200,케이티,KOSPI,전기 통신업
019490.KS,019490,엑시큐어하이트론,KOSPI,영상 및 음향기기 제조업
030000.KS,030000,제일기획,KOSPI,광고업
025770.KQ,025770,한국정보통신,KOSDAQ,전기 통신업
033540.KQ,033540,파라텍,KOSDAQ,특수 목적용 기계 제조업
033500.KQ,033500,동성화인텍,KOSDAQ,기초 화학물질 제조업
026890.KS,026890,스틱인베스트먼트,KOSPI,신탁업 및 집합투자업
029460.KS,029460,케이씨,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
030350.KQ,030350,드래곤플라이,KOSDAQ,소프트웨어 개발 및 공급업
033160.KQ,033160,엠케이전자,KOSDAQ,전자부품 제조업
033310.KQ,033310,엠투엔,KOSDAQ,전자부품 제조업
033320.KQ,033320,제이씨현시스템,KOSDAQ,기계장비 및 관련 물품 도매업
009520.KQ,009520,포스코엠텍,KOSDAQ,1차 철강 제조업
013810.KQ,013810,스페코,KOSDAQ,특수 목적용 기계 제조업
033340.KQ,033340,좋은사람들,KOSDAQ,봉제의복 제조업
024890.KS,024890,대원화성,KOSPI,플라스틱제품 제조업
033290.KQ,033290,로젠,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업"
033200.KQ,033200,모아텍,KOSDAQ,전자부품 제조업
015710.KQ,015710,코콤,KOSDAQ,통신 및 방송 장비 제조업
017940.KS,017940,E1,KOSPI,기타 전문 도매업
018670.KS,018670,SK가스,KOSPI,기타 전문 도매업
023590.KS,023590,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
014440.KS,014440,영보화학,KOSPI,플라스틱제품 제조업
033100.KQ,033100,제룡전기,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
033050.KQ,033050,제이엠아이,KOSDAQ,기타 화학제품 제조업
033130.KQ,033130,디지틀조선,KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
019210.KQ,019210,와이지-원,KOSDAQ,기타 금속 가공제품 제조업
026150.KQ,026150,특수건설,KOSDAQ,토목 건설업
031310.KQ,031310,아이즈비전,KOSDAQ,전기 통신업
011790.KS,011790,SKC,KOSPI,기타 화학제품 제조업
032960.KQ,032960,동일기연,KOSDAQ,전자부품 제조업
032680.KQ,032680,소프트센,KOSDAQ,기타 정보 서비스업
032940.KQ,032940,원익,KOSDAQ,기계장비 및 관련 물품 도매업
008290.KQ,008290,원풍물산,KOSDAQ,봉제의복 제조업
025890.KS,025890,한국주강,KOSPI,특수 목적용 기계 제조업
032750.KQ,032750,삼진,KOSDAQ,통신 및 방송 장비 제조업
032860.KQ,032860,더라미,KOSDAQ,"해체, 선별 및 원료 재생업"
032850.KQ,032850,비트컴퓨터,KOSDAQ,소프트웨어 개발 및 공급업
032790.KQ,032790,엠젠솔루션,KOSDAQ,기계장비 및 관련 물품 도매업
032800.KQ,032800,판타지오,KOSDAQ,창작 및 예술관련 서비스업
024900.KS,024900,디와이덕양,KOSPI,자동차 신품 부품 제조업
023960.KS,023960,에쓰씨엔지니어링,KOSPI,토목 건설업
023800.KS,023800,인지컨트롤스,KOSPI,자동차 신품 부품 제조업
032620.KQ,032620,GC메디아이,KOSDAQ,소프트웨어 개발 및 공급업
032580.KQ,032580,피델릭스,KOSDAQ,반도체 제조업
032540.KQ,032540,TJ미디어,KOSDAQ,영상 및 음향기기 제조업
028080.KQ,028080,휴맥스홀딩스,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
032280.KQ,032280,삼일,KOSDAQ,도로 화물 운송업
012320.KS,012320,경동인베스트,KOSPI,기타 금융업
012340.KQ,012340,뉴인텍,KOSDAQ,자동차 신품 부품 제조업
031820.KS,031820,아이티센씨티에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
025530.KS,025530,에스제이엠홀딩스,KOSPI,자동차 부품 및 내장품 판매업
031510.KQ,031510,오스템,KOSDAQ,자동차 신품 부품 제조업
031860.KQ,031860,디에이치엑스컴퍼니,KOSDAQ,상품 종합 도매업
031980.KQ,031980,피에스케이홀딩스,KOSDAQ,특수 목적용 기계 제조업
000660.KS,000660,SK하이닉스,KOSPI,반도체 제조업
015360.KS,015360,INVENI,KOSPI,회사 본부 및 경영 컨설팅 서비스업
023150.KS,023150,MH에탄올,KOSPI,알코올음료 제조업
023450.KS,023450,동남합성,KOSPI,기초 화학물질 제조업
028050.KS,028050,삼성E&A,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업"
029530.KS,029530,신도리코,KOSPI,컴퓨터 및 주변장치 제조업
005320.KS,005320,온타이드,KOSPI,생활용품 도매업
016800.KS,016800,퍼시스,KOSPI,가구 제조업
011560.KQ,011560,세보엠이씨,KOSDAQ,건물설비 설치 공사업
024740.KQ,024740,한일단조,KOSDAQ,자동차 신품 부품 제조업
024070.KS,024070,WISCOM,KOSPI,플라스틱제품 제조업
030720.KS,030720,동원수산,KOSPI,어로 어업
025560.KS,025560,미래산업,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
030210.KS,030210,다올투자증권,KOSPI,금융 지원 서비스업
030960.KQ,030960,양지사,KOSDAQ,인쇄 및 인쇄관련 산업
012630.KS,012630,HDC,KOSPI,기타 금융업
017900.KS,017900,광전자,KOSPI,반도체 제조업
025540.KS,025540,한국단자공업,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
030530.KQ,030530,원익홀딩스,KOSDAQ,기초 화학물질 제조업
030520.KQ,030520,한컴,KOSDAQ,소프트웨어 개발 및 공급업
021880.KQ,021880,메이슨캐피탈,KOSDAQ,기타 금융업
029480.KQ,029480,광무,KOSDAQ,통신 및 방송 장비 제조업
021040.KQ,021040,대호특수강,KOSDAQ,1차 철강 제조업
003160.KS,003160,디아이,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
011930.KS,011930,신성이엔지,KOSPI,반도체 제조업
019180.KS,019180,티에이치엔,KOSPI,기타 전기장비 제조업
018880.KS,018880,한온시스템,KOSPI,일반 목적용 기계 제조업
028300.KQ,028300,HLB,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업
027710.KQ,027710,팜스토리,KOSDAQ,동물용 사료 및 조제식품 제조업
006740.KS,006740,블루산업개발,KOSPI,"골판지, 종이 상자 및 종이용기 제조업"
021820.KS,021820,세원정공,KOSPI,자동차 신품 부품 제조업
000910.KS,000910,유니온,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
020120.KS,020120,키다리스튜디오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
027970.KS,027970,한국제지,KOSPI,"펄프, 종이 및 판지 제조업"
020000.KS,020000,한섬,KOSPI,봉제의복 제조업
017800.KS,017800,현대엘리베이터,KOSPI,일반 목적용 기계 제조업
016580.KS,016580,환인제약,KOSPI,의약품 제조업
023600.KQ,023600,삼보판지,KOSDAQ,"펄프, 종이 및 판지 제조업"
018310.KQ,018310,삼목에스폼,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
003800.KQ,003800,에이스침대,KOSDAQ,가구 제조업
014190.KQ,014190,원익큐브,KOSDAQ,기타 전문 도매업
013580.KS,013580,계룡건설산업,KOSPI,토목 건설업
021050.KS,021050,서원,KOSPI,금속 주조업
012750.KS,012750,에스원,KOSPI,"경비, 경호 및 탐정업"
015890.KS,015890,태경산업,KOSPI,기초 화학물질 제조업
012700.KQ,012700,리드코프,KOSDAQ,기타 전문 도매업
018000.KQ,018000,유니슨,KOSDAQ,일반 목적용 기계 제조업
025980.KQ,025980,아난티,KOSDAQ,일반 및 생활 숙박시설 운영업
026910.KQ,026910,광진실업,KOSDAQ,1차 철강 제조업
017250.KQ,017250,인터엠,KOSDAQ,영상 및 음향기기 제조업
016590.KS,016590,신대양제지,KOSPI,"골판지, 종이 상자 및 종이용기 제조업"
011690.KS,011690,와이투솔루션,KOSPI,반도체 제조업
025860.KS,025860,남해화학,KOSPI,"비료, 농약 및 살균, 살충제 제조업"
018500.KS,018500,동원모빌리티,KOSPI,자동차 신품 부품 제조업
011300.KS,011300,우성머티리얼스,KOSPI,직물직조 및 직물제품 제조업
015750.KQ,015750,성우하이텍,KOSDAQ,자동차 신품 부품 제조업
020180.KQ,020180,대신정보통신,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
020180.KQ,020180,대신정보통신,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
006730.KQ,006730,서부T&D,KOSDAQ,일반 및 생활 숙박시설 운영업
011200.KS,011200,HMM,KOSPI,해상 운송업
012610.KS,012610,경인양행,KOSPI,기초 화학물질 제조업
017810.KS,017810,풀무원,KOSPI,기타 식품 제조업
017390.KS,017390,서울도시가스,KOSPI,연료용 가스 제조 및 배관공급업
025820.KS,025820,이구산업,KOSPI,1차 비철금속 제조업
025950.KQ,025950,동신건설,KOSDAQ,토목 건설업
025900.KQ,025900,동화기업,KOSDAQ,나무제품 제조업
011090.KS,011090,에넥스,KOSPI,가구 제조업
007460.KS,007460,에이프로젠,KOSPI,의약품 제조업
025620.KS,025620,차AI헬스케어,KOSPI,기타 화학제품 제조업
017960.KS,017960,한국카본,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업"
025870.KQ,025870,신라에스지,KOSDAQ,음·식료품 및 담배 도매업
025880.KQ,025880,케이씨피드,KOSDAQ,동물용 사료 및 조제식품 제조업
002680.KQ,002680,한탑,KOSDAQ,"곡물가공품, 전분 및 전분제품 제조업"
025550.KQ,025550,한국선재,KOSDAQ,1차 철강 제조업
025440.KQ,025440,DH오토웨어,KOSDAQ,영상 및 음향기기 제조업
025440.KQ,025440,DH오토웨어,KOSDAQ,영상 및 음향기기 제조업
025320.KQ,025320,시노펙스,KOSDAQ,전자부품 제조업
024940.KQ,024940,PN풍년,KOSDAQ,생활용품 도매업
024950.KQ,024950,삼천리자전거,KOSDAQ,생활용품 도매업
014100.KQ,014100,메디앙스,KOSDAQ,상품 종합 도매업
024840.KQ,024840,KBI메탈,KOSDAQ,1차 비철금속 제조업
024910.KQ,024910,경창산업,KOSDAQ,자동차 신품 부품 제조업
004780.KQ,004780,대륙제관,KOSDAQ,기타 금속 가공제품 제조업
013120.KQ,013120,동원개발,KOSDAQ,건물 건설업
024830.KQ,024830,세원물산,KOSDAQ,자동차 신품 부품 제조업
024880.KQ,024880,케이피에프,KOSDAQ,기타 금속 가공제품 제조업
025000.KS,025000,KPX케미칼,KOSPI,기초 화학물질 제조업
007980.KS,007980,TP,KOSPI,봉제의복 제조업
010580.KS,010580,에스엠벡셀,KOSPI,자동차 신품 부품 제조업
024120.KQ,024120,KB오토시스,KOSDAQ,자동차 신품 부품 제조업
017000.KQ,017000,신원종합개발,KOSDAQ,건물 건설업
024060.KQ,024060,흥구석유,KOSDAQ,기타 전문 도매업
023910.KQ,023910,대한약품,KOSDAQ,의약품 제조업
001840.KQ,001840,이화공영,KOSDAQ,건물 건설업
023900.KQ,023900,풍국주정,KOSDAQ,알코올음료 제조업
017650.KQ,017650,대림제지,KOSDAQ,기타 종이 및 판지 제품 제조업
010170.KQ,010170,대한광통신,KOSDAQ,절연선 및 케이블 제조업
023790.KQ,023790,동일스틸럭스,KOSDAQ,1차 철강 제조업
023770.KQ,023770,플레이위드,KOSDAQ,소프트웨어 개발 및 공급업
023760.KQ,023760,한국캐피탈,KOSDAQ,기타 금융업
005860.KQ,005860,한일사료,KOSDAQ,동물용 사료 및 조제식품 제조업
009440.KS,009440,KC그린홀딩스,KOSPI,기타 금융업
008420.KS,008420,문배철강,KOSPI,1차 철강 제조업
016880.KS,016880,웅진,KOSPI,기타 금융업
012860.KQ,012860,모베이스전자,KOSDAQ,자동차 신품 부품 제조업
006050.KQ,006050,국영지앤엠,KOSDAQ,유리 및 유리제품 제조업
023410.KQ,023410,유진기업,KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업"
023440.KQ,023440,제이스코홀딩스,KOSDAQ,1차 철강 제조업
006910.KQ,006910,보성파워텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업"
018290.KQ,018290,브이티,KOSDAQ,기타 화학제품 제조업
023160.KQ,023160,태광,KOSDAQ,1차 철강 제조업
014790.KS,014790,HL D&I,KOSPI,토목 건설업
007310.KS,007310,오뚜기,KOSPI,기타 식품 제조업
007530.KQ,007530,와이엠,KOSDAQ,기타 금속 가공제품 제조업
010120.KS,010120,엘에스일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
001000.KQ,001000,신라섬유,KOSDAQ,부동산 임대 및 공급업
012620.KQ,012620,원일특강,KOSDAQ,1차 철강 제조업
011370.KQ,011370,서한,KOSDAQ,건물 건설업
009190.KS,009190,대양금속,KOSPI,1차 철강 제조업
000760.KS,000760,이화산업,KOSPI,기타 전문 도매업
014820.KS,014820,동원시스템즈,KOSPI,플라스틱제품 제조업
018700.KQ,018700,졸스,KOSDAQ,생활용품 도매업
014470.KQ,014470,부방,KOSDAQ,부동산 임대 및 공급업
010140.KS,010140,삼성중공업,KOSPI,선박 및 보트 건조업
009680.KS,009680,모토닉,KOSPI,자동차 신품 부품 제조업
010690.KS,010690,화신,KOSPI,자동차 신품 부품 제조업
007720.KQ,007720,소노스퀘어,KOSDAQ,상품 종합 도매업
011320.KQ,011320,유니크,KOSDAQ,자동차 신품 부품 제조업
018120.KQ,018120,진로발효,KOSDAQ,알코올음료 제조업
013720.KQ,013720,청보,KOSDAQ,자동차 신품 부품 제조업
009620.KQ,009620,삼보산업,KOSDAQ,1차 비철금속 제조업
005670.KQ,005670,푸드웰,KOSDAQ,"과실, 채소 가공 및 저장 처리업"
007330.KQ,007330,푸른저축은행,KOSDAQ,은행 및 저축기관
006140.KQ,006140,피제이전자,KOSDAQ,의료용 기기 제조업
019010.KQ,019010,베뉴지,KOSDAQ,종합 소매업
009780.KQ,009780,엠에스씨,KOSDAQ,기타 식품 제조업
000390.KS,000390,SP삼화,KOSPI,기타 화학제품 제조업
009450.KS,009450,경동나비엔,KOSPI,가정용 기기 제조업
020400.KQ,020400,대동금속,KOSDAQ,금속 주조업
005710.KQ,005710,대원산업,KOSDAQ,자동차 신품 부품 제조업
016600.KQ,016600,큐캐피탈,KOSDAQ,기타 금융업
004590.KQ,004590,한국가구,KOSDAQ,기타 상품 전문 소매업
016670.KQ,016670,디모아,KOSDAQ,기타 전문 도매업
000440.KQ,000440,중앙에너비스,KOSDAQ,기타 전문 도매업
012030.KS,012030,DB,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
005090.KS,005090,SGC에너지,KOSPI,전기업
014970.KQ,014970,삼륭물산,KOSDAQ,"골판지, 종이 상자 및 종이용기 제조업"
005750.KS,005750,대림바스,KOSPI,"내화, 비내화 요업제품 제조업"
011040.KQ,011040,경동제약,KOSDAQ,의약품 제조업
008370.KQ,008370,원풍,KOSDAQ,플라스틱제품 제조업
007390.KQ,007390,네이처셀,KOSDAQ,기초 의약물질 제조업
002290.KQ,002290,삼일기업공사,KOSDAQ,건물 건설업
019540.KQ,019540,일지테크,KOSDAQ,자동차 신품 부품 제조업
007770.KQ,007770,한일화학,KOSDAQ,기초 화학물질 제조업
017890.KQ,017890,한국알콜,KOSDAQ,기타 화학제품 제조업
003310.KQ,003310,대주산업,KOSDAQ,동물용 사료 및 조제식품 제조업
019660.KQ,019660,글로본,KOSDAQ,상품 종합 도매업
005880.KS,005880,대한해운,KOSPI,해상 운송업
017510.KQ,017510,세명전기,KOSDAQ,기타 금속 가공제품 제조업
005870.KS,005870,휴니드테크놀러지스,KOSPI,통신 및 방송 장비 제조업
017550.KS,017550,수산세보틱스,KOSPI,특수 목적용 기계 제조업
021080.KQ,021080,에이티넘인베스트,KOSDAQ,신탁업 및 집합투자업
011170.KS,011170,롯데케미칼,KOSPI,기초 화학물질 제조업
008830.KQ,008830,대동기어,KOSDAQ,특수 목적용 기계 제조업
001430.KS,001430,세아베스틸지주,KOSPI,1차 철강 제조업
008770.KS,008770,호텔신라,KOSPI,기타 상품 전문 소매업
014580.KS,014580,태경비케이,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
013520.KS,013520,화승코퍼레이션,KOSPI,자동차 신품 부품 제조업
004080.KS,004080,신흥,KOSPI,기계장비 및 관련 물품 도매업
006060.KS,006060,화승인더스트리,KOSPI,상품 종합 도매업
014530.KS,014530,극동유화,KOSPI,석유 정제품 제조업
002140.KS,002140,고려산업,KOSPI,"곡물가공품, 전분 및 전분제품 제조업"
002230.KQ,002230,피에스텍,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
016090.KS,016090,대현,KOSPI,봉제의복 제조업
001620.KS,001620,케이비아이동국실업,KOSPI,자동차 신품 부품 제조업
017040.KS,017040,광명전기,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
011390.KS,011390,부산산업,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업"
011810.KS,011810,STX,KOSPI,상품 종합 도매업
010130.KS,010130,고려아연,KOSPI,1차 비철금속 제조업
009730.KQ,009730,이렘,KOSDAQ,1차 철강 제조업
004720.KS,004720,팜젠사이언스,KOSPI,의약품 제조업
009200.KS,009200,무림페이퍼,KOSPI,"펄프, 종이 및 판지 제조업"
001500.KS,001500,현대차증권,KOSPI,금융 지원 서비스업
008870.KS,008870,금비,KOSPI,유리 및 유리제품 제조업
005820.KS,005820,원림,KOSPI,직물직조 및 직물제품 제조업
008490.KS,008490,서흥,KOSPI,기타 화학제품 제조업
014910.KS,014910,성문전자,KOSPI,전자부품 제조업
003580.KS,003580,HLB글로벌,KOSPI,종합 소매업
015860.KS,015860,일진홀딩스,KOSPI,기타 금융업
014160.KS,014160,대영포장,KOSPI,"골판지, 종이 상자 및 종이용기 제조업"
012280.KS,012280,영화금속,KOSPI,자동차 신품 부품 제조업
019170.KS,019170,신풍제약,KOSPI,의약품 제조업
002210.KS,002210,동성제약,KOSPI,의약품 제조업
016920.KQ,016920,카스,KOSDAQ,기계장비 및 관련 물품 도매업
012170.KS,012170,아센디오,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업"
009420.KS,009420,한올바이오파마,KOSPI,의약품 제조업
013030.KQ,013030,하이록코리아,KOSDAQ,1차 철강 제조업
011330.KS,011330,유니켐,KOSPI,자동차 신품 부품 제조업
012800.KS,012800,대창,KOSPI,1차 비철금속 제조업
013360.KS,013360,일성건설,KOSPI,토목 건설업
013700.KS,013700,까뮤이앤씨,KOSPI,건물 건설업
002760.KS,002760,보락,KOSPI,기타 화학제품 제조업
007610.KS,007610,선도전기,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
004920.KS,004920,씨아이테크,KOSPI,영상 및 음향기기 제조업
009290.KS,009290,광동제약,KOSPI,의약품 제조업
011420.KS,011420,갤럭시아에스엠,KOSPI,스포츠 서비스업
004270.KS,004270,남성,KOSPI,기타 전문 도매업
001940.KS,001940,KISCO홀딩스,KOSPI,1차 철강 제조업
009410.KS,009410,태영건설,KOSPI,토목 건설업
007280.KS,007280,한국특강,KOSPI,1차 철강 제조업
009180.KS,009180,한솔로지스틱스,KOSPI,기타 운송관련 서비스업
002170.KS,002170,SYTS,KOSPI,"가죽, 가방 및 유사제품 제조업"
017670.KS,017670,SK텔레콤,KOSPI,전기 통신업
010640.KS,010640,진양폴리우레탄,KOSPI,플라스틱제품 제조업
003650.KS,003650,미창석유공업,KOSPI,석유 정제품 제조업
004380.KS,004380,삼익THK,KOSPI,일반 목적용 기계 제조업
002840.KS,002840,미원상사,KOSPI,기타 화학제품 제조업
007860.KS,007860,서연,KOSPI,기타 금융업
019550.KQ,019550,SBI인베스트먼트,KOSDAQ,신탁업 및 집합투자업
